NOP: 60
NINT: 19
0 66 1
66 247 2
247 248 3
248 379 4
379 537 5
537 691 6
691 764 7
764 895 8
895 967 9
967 1024 10
1024 1248 9
1248 1485 8
1485 1493 7
1493 1561 6
1561 1738 5
1738 1793 4
1793 2055 3
2055 2184 2
2184 300000 1
1 27 369
2 77 307
3 32 1156
4 40 1206
5 39 253
6 39 890
7 1 534
8 57 872
9 75 532
10 94 579
11 80 1044
12 72 99
13 5 933
14 8 48
15 80 297
16 32 118
17 29 331
18 36 314
19 26 921
20 16 460
21 2 587
22 37 221
23 12 1012
24 87 314
25 2 645
26 92 742
27 46 728
28 70 129
29 35 1310
30 63 236
31 60 1017
32 31 1020
33 6 619
34 80 234
35 8 92
36 19 1143
37 28 1248
38 32 1126
39 8 160
40 76 322
41 81 898
42 69 628
43 24 429
44 42 1103
45 18 927
46 73 1308
47 22 554
48 22 521
49 32 93
50 48 683
51 94 192
52 72 1309
53 84 650
54 6 1206
55 31 84
56 11 524
57 65 678
58 65 514
59 85 664
60 20 989
