NOP: 60
NINT: 18
0 115 1
115 268 2
268 502 3
502 628 4
628 729 5
729 962 6
962 1241 7
1241 1293 8
1293 1398 9
1398 1599 10
1599 1610 9
1610 1869 8
1869 2005 7
2005 2049 6
2049 2086 5
2086 2264 4
2264 2511 3
2511 300000 2
1 22 999
2 61 1383
3 21 1283
4 87 903
5 73 480
6 34 1169
7 44 332
8 35 1283
9 63 94
10 18 33
11 30 612
12 82 465
13 15 108
14 17 574
15 82 492
16 65 1176
17 26 311
18 11 391
19 37 1117
20 33 897
21 56 72
22 23 500
23 43 283
24 18 343
25 80 1004
26 69 364
27 23 702
28 98 569
29 42 762
30 39 214
31 85 87
32 94 787
33 63 1451
34 16 318
35 48 1100
36 10 172
37 29 966
38 20 652
39 82 323
40 63 192
41 62 81
42 4 1284
43 17 927
44 87 1243
45 63 447
46 55 74
47 50 304
48 32 164
49 76 641
50 48 1102
51 96 1015
52 63 210
53 3 842
54 71 326
55 64 609
56 51 323
57 53 632
58 73 212
59 39 630
60 95 715
