NOP: 60
NINT: 17
0 94 2
94 326 3
326 328 4
328 527 5
527 562 6
562 619 7
619 654 8
654 732 9
732 860 10
860 936 9
936 982 8
982 1261 7
1261 1384 6
1384 1653 5
1653 1908 4
1908 2124 3
2124 300000 2
1 25 1011
2 46 989
3 51 775
4 85 223
5 62 759
6 92 981
7 48 968
8 7 231
9 71 231
10 29 1003
11 58 1123
12 97 1100
13 42 98
14 57 347
15 47 608
16 62 279
17 15 768
18 93 1147
19 66 1479
20 31 968
21 86 609
22 73 303
23 99 286
24 15 779
25 78 278
26 11 873
27 38 1157
28 37 1217
29 79 1328
30 52 1034
31 12 556
32 39 357
33 71 735
34 68 114
35 53 281
36 39 629
37 75 150
38 15 590
39 14 884
40 63 519
41 3 398
42 1 809
43 79 852
44 89 870
45 12 542
46 45 402
47 55 416
48 74 1087
49 11 753
50 98 756
51 69 959
52 99 391
53 1 1217
54 24 492
55 17 1337
56 14 565
57 91 365
58 23 779
59 86 650
60 39 692
