NOP: 60
NINT: 17
0 269 2
269 378 3
378 621 4
621 797 5
797 903 6
903 927 7
927 1139 8
1139 1203 9
1203 1462 10
1462 1582 9
1582 1752 8
1752 1866 7
1866 2112 6
2112 2344 5
2344 2636 4
2636 2891 3
2891 300000 2
1 66 157
2 81 301
3 72 1442
4 13 158
5 35 660
6 54 1097
7 43 397
8 44 398
9 37 720
10 15 974
11 68 1038
12 9 1477
13 82 1117
14 52 979
15 36 1471
16 81 582
17 75 670
18 7 917
19 26 771
20 21 796
21 78 665
22 60 256
23 32 1329
24 41 414
25 9 387
26 44 1148
27 74 1020
28 22 1162
29 96 1138
30 33 193
31 71 112
32 76 180
33 34 1265
34 12 706
35 57 64
36 23 129
37 3 1279
38 98 1299
39 4 864
40 47 1068
41 93 452
42 8 981
43 37 1187
44 88 110
45 2 215
46 42 615
47 41 128
48 31 624
49 49 639
50 97 334
51 99 631
52 29 867
53 50 1200
54 51 683
55 93 347
56 38 1133
57 57 402
58 85 636
59 55 379
60 91 307
