NOP: 60
NINT: 17
0 59 2
59 186 3
186 417 4
417 603 5
603 808 6
808 898 7
898 1164 8
1164 1439 9
1439 1587 10
1587 1681 9
1681 1765 8
1765 1994 7
1994 2000 6
2000 2014 5
2014 2098 4
2098 2305 3
2305 300000 2
1 53 1020
2 87 544
3 21 1462
4 20 548
5 23 339
6 10 864
7 29 1328
8 63 360
9 68 241
10 63 568
11 41 879
12 8 866
13 85 605
14 9 946
15 89 703
16 54 267
17 22 1504
18 83 1374
19 47 1065
20 55 714
21 22 1152
22 68 705
23 93 107
24 69 1413
25 58 1165
26 2 1064
27 44 135
28 21 555
29 93 812
30 88 1357
31 99 852
32 36 802
33 56 73
34 47 253
35 39 348
36 91 668
37 56 239
38 48 643
39 12 750
40 95 473
41 39 320
42 89 902
43 53 490
44 26 897
45 49 581
46 54 968
47 84 906
48 63 1443
49 24 237
50 21 733
51 97 1031
52 27 792
53 63 542
54 20 136
55 28 1412
56 1 541
57 7 143
58 82 1237
59 52 59
60 86 111
