NOP: 60
NINT: 18
0 152 1
152 231 2
231 492 3
492 566 4
566 839 5
839 989 6
989 1042 7
1042 1285 8
1285 1598 9
1598 1680 10
1680 2002 9
2002 2273 8
2273 2570 7
2570 2598 6
2598 2869 5
2869 2995 4
2995 3259 3
3259 300000 2
1 64 982
2 55 1187
3 64 1280
4 60 217
5 19 582
6 15 1270
7 75 683
8 17 378
9 88 1171
10 46 677
11 33 1249
12 8 503
13 93 1411
14 26 833
15 98 876
16 36 1591
17 66 1092
18 76 101
19 96 1167
20 10 704
21 38 1463
22 41 1084
23 29 977
24 70 1105
25 45 147
26 11 935
27 85 1282
28 98 320
29 9 1110
30 22 550
31 45 349
32 89 1163
33 81 970
34 88 270
35 64 1458
36 72 806
37 57 606
38 75 263
39 69 1001
40 47 976
41 91 855
42 87 106
43 45 813
44 47 544
45 70 1142
46 97 718
47 61 1327
48 1 532
49 53 207
50 66 952
51 32 1516
52 38 1072
53 46 1338
54 33 1408
55 17 1033
56 53 526
57 2 737
58 86 1519
59 50 1037
60 69 863
