NOP: 60
NINT: 18
0 108 1
108 322 2
322 580 3
580 790 4
790 1040 5
1040 1292 6
1292 1378 7
1378 1382 8
1382 1478 9
1478 1500 10
1500 1543 9
1543 1657 8
1657 1762 7
1762 1966 6
1966 1981 5
1981 2145 4
2145 2364 3
2364 300000 2
1 65 68
2 62 472
3 13 451
4 13 1275
5 14 1104
6 63 695
7 60 1025
8 13 361
9 50 763
10 19 707
11 27 244
12 31 96
13 11 377
14 39 1325
15 6 630
16 64 379
17 98 823
18 38 1052
19 13 969
20 70 1231
21 71 1077
22 26 1300
23 77 338
24 64 698
25 87 878
26 3 1121
27 67 265
28 45 341
29 34 1052
30 44 740
31 52 137
32 37 1329
33 6 808
34 48 987
35 18 205
36 86 639
37 75 292
38 10 1085
39 75 1014
40 70 509
41 29 1188
42 37 453
43 17 1243
44 86 1341
45 49 1344
46 40 1113
47 69 681
48 44 1029
49 79 586
50 30 486
51 33 1054
52 49 1089
53 29 1169
54 24 1325
55 55 215
56 66 1276
57 90 964
58 61 671
59 20 546
60 19 877
