NOP: 60
NINT: 19
0 7 1
7 21 2
21 119 3
119 219 4
219 412 5
412 632 6
632 794 7
794 819 8
819 993 9
993 1208 10
1208 1297 9
1297 1599 8
1599 1711 7
1711 1765 6
1765 2039 5
2039 2056 4
2056 2241 3
2241 2357 2
2357 300000 1
1 11 1631
2 52 712
3 16 295
4 84 822
5 98 1465
6 32 117
7 88 363
8 33 135
9 29 1424
10 88 268
11 13 1478
12 94 215
13 81 96
14 47 584
15 17 207
16 92 1463
17 46 1114
18 54 288
19 12 420
20 94 253
21 25 65
22 81 330
23 14 67
24 90 396
25 16 140
26 91 219
27 22 885
28 75 1147
29 51 1206
30 66 1063
31 8 423
32 97 1463
33 89 594
34 4 693
35 98 815
36 46 702
37 46 947
38 87 516
39 87 1182
40 47 394
41 49 100
42 84 836
43 50 1190
44 84 1070
45 42 1110
46 21 924
47 66 1036
48 75 321
49 81 723
50 12 1145
51 75 1021
52 59 596
53 46 1228
54 51 1113
55 12 1198
56 19 185
57 45 177
58 90 497
59 95 107
60 34 943
