NOP: 60
NINT: 19
0 189 1
189 313 2
313 552 3
552 586 4
586 643 5
643 775 6
775 816 7
816 967 8
967 1199 9
1199 1302 10
1302 1338 9
1338 1462 8
1462 1464 7
1464 1560 6
1560 1707 5
1707 1847 4
1847 1873 3
1873 2057 2
2057 300000 1
1 29 1152
2 37 1403
3 18 1070
4 23 963
5 24 942
6 73 1330
7 76 665
8 79 804
9 70 1005
10 34 813
11 60 280
12 34 592
13 83 1219
14 51 195
15 1 88
16 23 1428
17 25 109
18 16 757
19 14 1380
20 13 820
21 46 1200
22 59 1302
23 12 586
24 64 1453
25 38 296
26 31 999
27 62 1197
28 70 1008
29 93 94
30 86 1419
31 22 30
32 39 118
33 50 1386
34 22 866
35 70 967
36 97 1444
37 52 196
38 42 483
39 56 1271
40 8 829
41 21 1323
42 42 1432
43 73 888
44 52 190
45 61 1066
46 43 1288
47 63 1390
48 24 67
49 65 206
50 92 715
51 82 1228
52 47 609
53 53 1017
54 77 1171
55 62 1300
56 18 1247
57 21 1278
58 70 971
59 61 1411
60 86 688
