NOP: 60
NINT: 19
0 42 1
42 290 2
290 546 3
546 629 4
629 772 5
772 988 6
988 1235 7
1235 1508 8
1508 1537 9
1537 1810 10
1810 2088 9
2088 2333 8
2333 2436 7
2436 2499 6
2499 2562 5
2562 2673 4
2673 2748 3
2748 2952 2
2952 300000 1
1 89 865
2 28 1293
3 68 183
4 97 1435
5 44 232
6 6 706
7 45 1377
8 47 710
9 61 149
10 96 1467
11 58 221
12 96 494
13 63 81
14 40 422
15 58 281
16 8 910
17 25 834
18 55 280
19 27 899
20 13 756
21 61 1291
22 59 929
23 43 1039
24 3 1364
25 98 1164
26 15 1283
27 98 1057
28 88 1060
29 71 899
30 48 506
31 9 1464
32 58 814
33 87 453
34 9 1195
35 12 672
36 58 187
37 9 498
38 60 896
39 23 189
40 16 357
41 49 420
42 71 965
43 84 1040
44 36 89
45 42 1430
46 5 1343
47 65 400
48 34 277
49 63 300
50 79 202
51 36 1296
52 42 449
53 93 176
54 44 993
55 10 336
56 68 622
57 32 993
58 50 1301
59 80 324
60 59 196
