NOP: 60
NINT: 17
0 273 2
273 427 3
427 464 4
464 485 5
485 526 6
526 546 7
546 811 8
811 1024 9
1024 1232 10
1232 1536 9
1536 1652 8
1652 1913 7
1913 2108 6
2108 2246 5
2246 2409 4
2409 2453 3
2453 300000 2
1 52 131
2 61 898
3 3 155
4 66 356
5 85 600
6 8 464
7 19 41
8 45 499
9 26 1446
10 80 899
11 6 678
12 7 211
13 49 154
14 90 777
15 67 820
16 85 583
17 97 220
18 64 1389
19 86 1209
20 22 1408
21 55 232
22 19 755
23 49 1106
24 79 1044
25 99 956
26 44 295
27 2 930
28 13 620
29 24 1176
30 70 923
31 94 1349
32 7 318
33 53 1520
34 97 714
35 5 985
36 19 1207
37 76 720
38 98 1158
39 35 1012
40 8 307
41 85 338
42 1 667
43 34 803
44 92 870
45 93 736
46 54 1052
47 75 1015
48 94 640
49 19 1158
50 78 334
51 23 571
52 71 714
53 5 18
54 58 1433
55 96 286
56 20 230
57 86 304
58 6 1249
59 27 1363
60 59 393
