NOP: 60
NINT: 19
0 130 1
130 177 2
177 383 3
383 522 4
522 629 5
629 671 6
671 893 7
893 982 8
982 1238 9
1238 1324 10
1324 1333 9
1333 1340 8
1340 1396 7
1396 1415 6
1415 1589 5
1589 1683 4
1683 1761 3
1761 2017 2
2017 300000 1
1 19 274
2 95 211
3 79 1343
4 37 584
5 73 227
6 29 914
7 43 1069
8 43 1168
9 91 528
10 25 294
11 70 750
12 37 991
13 74 426
14 43 105
15 16 1118
16 55 1145
17 87 319
18 20 516
19 4 696
20 17 819
21 3 562
22 46 731
23 71 1243
24 25 1302
25 33 318
26 6 1057
27 24 430
28 51 598
29 48 1180
30 84 155
31 14 1304
32 3 25
33 2 526
34 42 1275
35 56 349
36 91 1044
37 96 1388
38 88 539
39 1 850
40 26 297
41 87 227
42 96 462
43 43 1174
44 71 427
45 44 1262
46 84 1190
47 84 1377
48 51 257
49 63 570
50 15 290
51 17 207
52 64 239
53 57 654
54 37 599
55 43 1247
56 33 76
57 75 1135
58 10 715
59 25 797
60 13 916
