NOP: 60
NINT: 18
0 226 2
226 259 3
259 549 4
549 650 5
650 821 6
821 1098 7
1098 1336 8
1336 1508 9
1508 1676 10
1676 1814 9
1814 2077 8
2077 2212 7
2212 2261 6
2261 2557 5
2557 2737 4
2737 2750 3
2750 2810 2
2810 300000 1
1 61 394
2 5 1489
3 17 1426
4 67 958
5 23 179
6 97 164
7 47 306
8 79 423
9 43 565
10 22 1020
11 90 778
12 71 581
13 43 1147
14 2 1177
15 32 1300
16 80 273
17 41 164
18 41 881
19 88 700
20 30 1439
21 56 821
22 28 1325
23 55 1142
24 80 1395
25 34 309
26 61 111
27 75 445
28 78 210
29 90 683
30 44 1114
31 71 682
32 45 186
33 94 714
34 42 146
35 29 1155
36 27 1199
37 22 850
38 71 272
39 23 94
40 4 387
41 81 1455
42 48 1220
43 64 1014
44 40 1159
45 93 317
46 78 1242
47 33 298
48 41 638
49 65 819
50 21 1138
51 52 105
52 33 473
53 23 1132
54 79 716
55 47 855
56 90 1461
57 56 1114
58 3 151
59 67 1029
60 83 334
