NOP: 60
NINT: 19
0 237 1
237 425 2
425 465 3
465 616 4
616 758 5
758 793 6
793 842 7
842 1100 8
1100 1194 9
1194 1366 10
1366 1460 9
1460 1760 8
1760 1811 7
1811 2036 6
2036 2324 5
2324 2544 4
2544 2794 3
2794 2821 2
2821 300000 1
1 42 993
2 2 1376
3 79 781
4 15 994
5 55 340
6 52 634
7 96 319
8 79 546
9 81 778
10 90 892
11 65 187
12 10 485
13 1 90
14 46 452
15 33 608
16 55 385
17 88 1396
18 61 63
19 34 243
20 87 1320
21 39 1124
22 18 457
23 1 225
24 91 1126
25 91 921
26 43 389
27 41 298
28 67 1354
29 31 899
30 66 400
31 67 620
32 82 891
33 98 194
34 94 1062
35 75 1237
36 68 840
37 65 280
38 44 1125
39 29 627
40 60 445
41 76 379
42 68 322
43 99 375
44 46 1368
45 3 1140
46 45 1436
47 77 1487
48 33 661
49 12 1170
50 65 879
51 36 146
52 59 1307
53 68 1486
54 26 814
55 39 105
56 33 817
57 68 107
58 14 1512
59 10 1522
60 64 958
