NOP: 60
NINT: 19
0 138 1
138 369 2
369 633 3
633 718 4
718 1012 5
1012 1269 6
1269 1506 7
1506 1522 8
1522 1640 9
1640 1722 10
1722 1830 9
1830 1855 8
1855 1878 7
1878 1971 6
1971 2124 5
2124 2256 4
2256 2356 3
2356 2620 2
2620 300000 1
1 4 106
2 65 1435
3 41 766
4 43 1210
5 9 619
6 49 637
7 79 269
8 34 765
9 84 1252
10 99 1437
11 51 771
12 12 257
13 88 1040
14 29 1291
15 93 1461
16 55 717
17 81 348
18 10 1417
19 93 1064
20 84 156
21 93 625
22 47 1483
23 6 452
24 80 1455
25 96 1382
26 14 447
27 3 667
28 91 539
29 43 1217
30 42 586
31 36 882
32 97 274
33 42 633
34 15 819
35 94 160
36 84 500
37 6 903
38 65 894
39 77 136
40 85 1137
41 84 1073
42 99 721
43 40 545
44 71 1434
45 7 254
46 26 891
47 23 287
48 30 1522
49 43 224
50 90 1186
51 12 1247
52 37 1419
53 7 850
54 23 239
55 86 598
56 30 667
57 3 719
58 14 1466
59 78 1039
60 98 1493
