NOP: 60
NINT: 19
0 106 1
106 213 2
213 253 3
253 272 4
272 412 5
412 627 6
627 676 7
676 953 8
953 1235 9
1235 1530 10
1530 1699 9
1699 1852 8
1852 2160 7
2160 2424 6
2424 2485 5
2485 2518 4
2518 2804 3
2804 2987 2
2987 300000 1
1 2 1188
2 54 244
3 56 1331
4 88 452
5 82 418
6 48 232
7 14 79
8 50 1551
9 57 812
10 18 57
11 53 101
12 16 468
13 2 851
14 93 1030
15 79 1191
16 89 1329
17 16 807
18 48 1046
19 68 1248
20 61 121
21 10 741
22 10 1049
23 82 453
24 99 316
25 37 1414
26 32 1441
27 16 385
28 94 924
29 51 1557
30 4 1071
31 7 948
32 71 1431
33 45 287
34 60 467
35 51 950
36 76 438
37 50 1137
38 10 1067
39 92 1358
40 62 1276
41 87 884
42 90 967
43 42 1345
44 25 379
45 64 872
46 51 172
47 93 641
48 59 811
49 20 1197
50 48 804
51 16 210
52 52 1164
53 9 966
54 76 179
55 93 842
56 54 838
57 89 404
58 82 1034
59 78 261
60 65 153
