NOP: 60
NINT: 19
0 122 1
122 368 2
368 618 3
618 783 4
783 1020 5
1020 1241 6
1241 1391 7
1391 1598 8
1598 1793 9
1793 1988 10
1988 2127 9
2127 2362 8
2362 2532 7
2532 2621 6
2621 2815 5
2815 2843 4
2843 2894 3
2894 3082 2
3082 300000 1
1 88 762
2 87 486
3 75 981
4 1 184
5 27 1403
6 30 130
7 17 952
8 74 736
9 5 1290
10 67 183
11 38 113
12 54 1152
13 54 643
14 5 1489
15 84 320
16 30 293
17 21 1270
18 17 852
19 39 649
20 10 328
21 39 229
22 48 1055
23 54 1121
24 96 766
25 8 693
26 65 399
27 58 256
28 39 1107
29 57 1209
30 99 1422
31 92 151
32 35 300
33 83 1006
34 10 1488
35 34 664
36 41 576
37 26 676
38 81 107
39 23 318
40 34 587
41 49 1325
42 52 1212
43 64 272
44 37 855
45 86 1300
46 73 1164
47 70 1354
48 60 1337
49 80 950
50 97 1017
51 8 831
52 35 1245
53 81 1337
54 13 1160
55 62 232
56 78 1082
57 65 837
58 63 647
59 95 1135
60 59 304
