NOP: 60
NINT: 18
0 146 2
146 225 3
225 326 4
326 566 5
566 665 6
665 739 7
739 826 8
826 1117 9
1117 1305 10
1305 1517 9
1517 1709 8
1709 1718 7
1718 1936 6
1936 2145 5
2145 2211 4
2211 2311 3
2311 2497 2
2497 300000 1
1 84 709
2 22 1124
3 62 1443
4 12 534
5 62 794
6 67 172
7 91 468
8 11 1080
9 27 92
10 8 859
11 60 1429
12 55 961
13 63 99
14 57 1030
15 65 1213
16 89 859
17 70 82
18 86 306
19 44 885
20 12 873
21 69 1194
22 73 1324
23 93 444
24 95 1252
25 83 885
26 36 532
27 88 395
28 43 953
29 5 1229
30 93 838
31 68 1017
32 16 1199
33 2 1120
34 39 244
35 15 1250
36 37 65
37 29 1185
38 11 141
39 22 1372
40 52 429
41 2 1047
42 2 334
43 58 1377
44 98 349
45 51 305
46 83 971
47 41 73
48 97 112
49 23 1269
50 33 1037
51 45 492
52 72 519
53 59 204
54 2 1333
55 47 1049
56 10 277
57 79 1183
58 34 168
59 58 1439
60 49 745
