NOP: 60
NINT: 18
0 178 1
178 199 2
199 315 3
315 540 4
540 710 5
710 745 6
745 801 7
801 828 8
828 853 9
853 1101 10
1101 1279 9
1279 1511 8
1511 1614 7
1614 1639 6
1639 1814 5
1814 1950 4
1950 2055 3
2055 300000 2
1 52 941
2 16 1049
3 28 1164
4 57 920
5 37 803
6 38 220
7 26 107
8 6 20
9 88 1216
10 83 311
11 2 71
12 80 418
13 11 1058
14 10 937
15 98 242
16 72 412
17 39 1005
18 13 124
19 99 1135
20 57 414
21 44 1111
22 25 241
23 6 1143
24 7 1005
25 84 339
26 88 511
27 43 1186
28 34 225
29 88 110
30 12 592
31 11 326
32 82 433
33 43 274
34 84 1051
35 85 1044
36 32 738
37 8 22
38 10 1025
39 42 730
40 81 635
41 8 605
42 94 1007
43 20 845
44 15 727
45 2 478
46 42 1148
47 17 858
48 16 192
49 36 427
50 94 679
51 5 637
52 88 670
53 44 168
54 36 182
55 20 396
56 39 1100
57 35 865
58 59 1169
59 46 514
60 27 1078
