NOP: 60
NINT: 18
0 11 1
11 145 2
145 150 3
150 401 4
401 494 5
494 518 6
518 578 7
578 729 8
729 782 9
782 937 10
937 1008 9
1008 1217 8
1217 1225 7
1225 1296 6
1296 1447 5
1447 1586 4
1586 1694 3
1694 300000 2
1 34 88
2 71 752
3 43 376
4 63 193
5 19 45
6 52 145
7 82 1058
8 31 1041
9 20 98
10 98 181
11 55 273
12 4 549
13 34 593
14 46 996
15 27 869
16 29 379
17 6 1049
18 96 370
19 19 1278
20 80 269
21 64 784
22 39 944
23 11 330
24 81 384
25 42 1273
26 14 557
27 46 772
28 8 1107
29 42 945
30 6 473
31 14 542
32 40 717
33 7 688
34 10 625
35 96 1166
36 36 617
37 4 166
38 16 51
39 95 665
40 18 436
41 65 145
42 51 1058
43 83 607
44 91 946
45 70 79
46 59 131
47 58 545
48 89 511
49 22 51
50 11 295
51 27 1262
52 12 609
53 48 1171
54 90 970
55 8 817
56 87 1260
57 36 319
58 98 663
59 2 745
60 30 880
