NOP: 60
NINT: 18
0 180 2
180 327 3
327 334 4
334 350 5
350 539 6
539 675 7
675 702 8
702 790 9
790 803 10
803 828 9
828 1058 8
1058 1250 7
1250 1533 6
1533 1698 5
1698 1790 4
1790 1918 3
1918 2108 2
2108 300000 1
1 44 1232
2 40 1223
3 90 185
4 75 557
5 78 428
6 46 74
7 31 940
8 25 589
9 28 371
10 81 1444
11 64 593
12 39 585
13 37 1211
14 6 1255
15 64 714
16 72 1016
17 91 1396
18 21 192
19 75 490
20 30 614
21 92 1367
22 14 487
23 31 1341
24 35 564
25 19 567
26 57 1051
27 87 1199
28 66 590
29 59 226
30 87 1073
31 40 976
32 66 1424
33 61 162
34 18 849
35 26 622
36 34 265
37 94 501
38 19 929
39 45 210
40 89 1298
41 75 370
42 27 537
43 7 700
44 28 1121
45 85 1093
46 6 894
47 15 468
48 66 130
49 57 1223
50 76 787
51 51 1151
52 37 118
53 16 455
54 37 119
55 21 582
56 46 629
57 57 1159
58 99 563
59 83 371
60 13 771
