NOP: 60
NINT: 18
0 161 1
161 415 2
415 545 3
545 661 4
661 938 5
938 976 6
976 1099 7
1099 1224 8
1224 1450 9
1450 1599 10
1599 1846 9
1846 2003 8
2003 2090 7
2090 2107 6
2107 2323 5
2323 2472 4
2472 2635 3
2635 300000 2
1 88 647
2 32 802
3 90 703
4 30 1325
5 6 505
6 54 733
7 82 87
8 96 1162
9 6 1109
10 19 404
11 99 272
12 32 483
13 21 1148
14 60 319
15 39 1381
16 43 208
17 50 465
18 31 1493
19 71 545
20 17 1285
21 53 484
22 36 717
23 66 1263
24 5 446
25 25 1042
26 51 640
27 23 830
28 10 792
29 92 148
30 70 813
31 62 83
32 84 1004
33 33 1241
34 57 1248
35 93 763
36 43 844
37 22 194
38 93 333
39 87 734
40 70 915
41 9 947
42 52 582
43 56 665
44 24 1378
45 75 532
46 26 507
47 54 715
48 66 182
49 20 255
50 96 730
51 73 1127
52 23 1161
53 70 406
54 85 527
55 44 518
56 37 1281
57 28 299
58 80 1295
59 17 749
60 41 1483
