NOP: 60
NINT: 18
0 58 2
58 124 3
124 126 4
126 212 5
212 376 6
376 603 7
603 624 8
624 806 9
806 1109 10
1109 1358 9
1358 1563 8
1563 1668 7
1668 1680 6
1680 1826 5
1826 2125 4
2125 2335 3
2335 2554 2
2554 300000 1
1 76 970
2 36 1128
3 87 520
4 22 1397
5 36 271
6 53 1198
7 68 1447
8 41 1342
9 1 683
10 63 254
11 13 283
12 82 158
13 16 335
14 67 521
15 73 1077
16 42 932
17 82 881
18 82 98
19 85 533
20 38 406
21 11 1483
22 5 832
23 55 905
24 59 217
25 13 1073
26 85 800
27 60 1479
28 11 341
29 32 272
30 94 1405
31 58 963
32 18 595
33 79 678
34 25 777
35 92 1054
36 70 412
37 89 1299
38 33 264
39 4 171
40 14 997
41 48 97
42 55 1044
43 93 1458
44 27 607
45 89 1362
46 77 1105
47 35 57
48 97 1081
49 5 643
50 42 248
51 50 92
52 85 1359
53 85 785
54 86 810
55 77 1072
56 56 1084
57 41 737
58 62 550
59 24 1313
60 88 813
