NOP: 60
NINT: 17
0 198 2
198 466 3
466 624 4
624 866 5
866 996 6
996 1179 7
1179 1289 8
1289 1531 9
1531 1704 10
1704 1775 9
1775 1894 8
1894 2155 7
2155 2200 6
2200 2477 5
2477 2704 4
2704 2799 3
2799 300000 2
1 78 273
2 49 139
3 60 693
4 73 445
5 43 388
6 56 834
7 44 1040
8 57 811
9 83 298
10 17 699
11 22 306
12 69 916
13 90 528
14 68 342
15 90 280
16 3 463
17 69 182
18 53 389
19 54 815
20 71 699
21 51 495
22 21 53
23 40 163
24 10 1270
25 64 705
26 95 175
27 19 732
28 55 152
29 41 1260
30 49 1307
31 46 1181
32 78 459
33 9 926
34 12 508
35 96 1334
36 99 109
37 20 753
38 27 318
39 49 1007
40 31 975
41 45 1036
42 90 1409
43 36 614
44 47 716
45 40 1378
46 19 1171
47 2 833
48 91 705
49 41 456
50 16 579
51 7 1114
52 17 1366
53 8 717
54 24 69
55 42 1325
56 35 454
57 27 721
58 99 1431
59 96 1284
60 41 748
