NOP: 60
NINT: 18
0 221 1
221 352 2
352 566 3
566 704 4
704 780 5
780 907 6
907 1094 7
1094 1327 8
1327 1433 9
1433 1576 10
1576 1706 9
1706 1981 8
1981 2109 7
2109 2241 6
2241 2379 5
2379 2660 4
2660 2891 3
2891 300000 2
1 70 80
2 11 1375
3 66 182
4 93 481
5 19 1269
6 88 129
7 30 898
8 60 980
9 94 213
10 38 146
11 17 531
12 83 1135
13 33 375
14 96 119
15 17 1443
16 17 1031
17 65 1441
18 28 251
19 25 375
20 7 57
21 30 1200
22 99 877
23 21 821
24 30 252
25 81 153
26 97 763
27 3 259
28 67 283
29 18 363
30 71 859
31 74 1136
32 74 799
33 62 814
34 39 83
35 56 425
36 10 502
37 77 956
38 37 1465
39 42 997
40 24 842
41 37 632
42 56 231
43 38 311
44 80 193
45 90 1064
46 49 1222
47 5 1335
48 64 799
49 23 794
50 85 1119
51 68 868
52 40 866
53 67 971
54 51 695
55 20 528
56 20 1415
57 30 1101
58 95 244
59 43 390
60 11 456
