NOP: 60
NINT: 18
0 250 1
250 508 2
508 554 3
554 560 4
560 852 5
852 1063 6
1063 1071 7
1071 1290 8
1290 1326 9
1326 1610 10
1610 1844 9
1844 1940 8
1940 2060 7
2060 2336 6
2336 2438 5
2438 2611 4
2611 2795 3
2795 300000 2
1 72 1087
2 40 192
3 77 429
4 31 484
5 87 532
6 89 381
7 84 1306
8 14 1479
9 68 1345
10 95 508
11 90 1397
12 71 1400
13 13 675
14 49 1319
15 65 1143
16 9 814
17 92 313
18 27 542
19 19 998
20 60 938
21 12 377
22 19 438
23 27 1487
24 2 608
25 21 775
26 87 919
27 7 1099
28 57 1322
29 78 210
30 84 657
31 43 536
32 35 1343
33 90 620
34 16 1402
35 56 395
36 74 650
37 89 618
38 25 1014
39 61 760
40 3 1259
41 40 1399
42 3 310
43 61 1274
44 39 562
45 51 703
46 12 1316
47 45 1145
48 71 707
49 47 257
50 81 235
51 87 641
52 34 265
53 89 1038
54 1 929
55 17 170
56 47 1175
57 38 428
58 96 285
59 31 1345
60 69 707
