NOP: 60
NINT: 19
0 168 1
168 265 2
265 395 3
395 655 4
655 753 5
753 850 6
850 894 7
894 969 8
969 1126 9
1126 1353 10
1353 1399 9
1399 1679 8
1679 1850 7
1850 2023 6
2023 2238 5
2238 2283 4
2283 2458 3
2458 2713 2
2713 300000 1
1 13 322
2 18 1012
3 24 363
4 33 850
5 82 1265
6 26 414
7 40 448
8 29 1377
9 51 1195
10 80 727
11 82 173
12 10 473
13 44 945
14 3 1234
15 47 511
16 83 994
17 6 1306
18 51 1189
19 68 327
20 92 1339
21 11 805
22 28 520
23 89 220
24 69 1373
25 5 964
26 97 574
27 25 210
28 62 97
29 92 648
30 41 1182
31 82 237
32 48 79
33 67 120
34 98 1382
35 94 809
36 72 1212
37 53 848
38 30 578
39 60 216
40 93 1317
41 80 1315
42 58 526
43 18 1146
44 34 925
45 58 1059
46 50 811
47 17 1256
48 99 803
49 17 185
50 7 272
51 8 531
52 42 363
53 11 180
54 76 1349
55 17 265
56 24 1142
57 43 1387
58 34 994
59 12 1230
60 23 1239
