NOP: 60
NINT: 19
0 213 1
213 247 2
247 404 3
404 654 4
654 790 5
790 1001 6
1001 1137 7
1137 1345 8
1345 1493 9
1493 1701 10
1701 1890 9
1890 1989 8
1989 2124 7
2124 2274 6
2274 2284 5
2284 2436 4
2436 2547 3
2547 2800 2
2800 300000 1
1 16 242
2 69 898
3 27 1395
4 12 1308
5 14 632
6 88 281
7 95 951
8 46 1020
9 22 1381
10 37 766
11 59 95
12 47 1243
13 93 178
14 57 842
15 90 99
16 41 881
17 14 845
18 48 53
19 26 408
20 5 29
21 89 142
22 67 612
23 99 285
24 17 496
25 72 1081
26 88 118
27 53 981
28 87 1281
29 77 1003
30 45 1094
31 28 500
32 12 1053
33 17 1383
34 37 1440
35 59 1163
36 21 663
37 5 1126
38 19 360
39 91 370
40 29 1086
41 22 162
42 10 771
43 78 887
44 15 770
45 99 523
46 30 1037
47 65 186
48 47 502
49 12 1344
50 38 813
51 82 1313
52 20 1327
53 72 635
54 64 1028
55 62 682
56 87 1073
57 17 69
58 47 827
59 26 105
60 85 1072
