NOP: 60
NINT: 19
0 262 1
262 491 2
491 582 3
582 729 4
729 776 5
776 852 6
852 959 7
959 1237 8
1237 1296 9
1296 1585 10
1585 1630 9
1630 1664 8
1664 1684 7
1684 1752 6
1752 1826 5
1826 2083 4
2083 2340 3
2340 2439 2
2439 300000 1
1 70 288
2 29 248
3 22 90
4 18 145
5 67 276
6 50 956
7 83 335
8 22 1428
9 18 503
10 25 243
11 21 536
12 40 698
13 52 864
14 31 661
15 2 121
16 9 1150
17 18 1289
18 37 237
19 55 1092
20 19 553
21 23 867
22 8 796
23 79 1244
24 19 641
25 61 315
26 18 730
27 48 843
28 92 115
29 31 1313
30 77 1303
31 97 186
32 80 761
33 64 231
34 60 140
35 41 1149
36 63 249
37 79 651
38 94 1173
39 23 287
40 99 1270
41 35 146
42 38 646
43 90 586
44 89 1431
45 22 1047
46 96 693
47 27 388
48 38 1032
49 39 339
50 98 419
51 51 961
52 7 528
53 89 1131
54 85 1328
55 79 983
56 76 1050
57 20 520
58 17 1024
59 50 884
60 5 6
