NOP: 60
NINT: 18
0 39 2
39 215 3
215 435 4
435 611 5
611 725 6
725 925 7
925 1099 8
1099 1248 9
1248 1510 10
1510 1518 9
1518 1542 8
1542 1557 7
1557 1563 6
1563 1757 5
1757 1908 4
1908 2023 3
2023 2268 2
2268 300000 1
1 27 180
2 56 183
3 89 836
4 56 950
5 80 818
6 12 417
7 65 346
8 60 551
9 87 388
10 40 1115
11 41 714
12 16 898
13 30 1325
14 89 980
15 1 1236
16 4 1152
17 52 420
18 66 1041
19 3 730
20 88 1343
21 24 573
22 30 1344
23 8 1151
24 7 935
25 57 794
26 2 1159
27 81 1372
28 52 70
29 38 807
30 18 1201
31 70 612
32 35 374
33 17 114
34 79 168
35 32 163
36 6 483
37 65 1278
38 57 429
39 11 1349
40 68 698
41 65 1147
42 65 124
43 22 1367
44 83 1288
45 23 712
46 26 1128
47 75 738
48 57 356
49 37 1115
50 8 695
51 46 832
52 70 131
53 93 476
54 31 721
55 63 211
56 22 42
57 96 1294
58 62 162
59 97 933
60 14 346
