NOP: 60
NINT: 18
0 225 1
225 228 2
228 411 3
411 669 4
669 754 5
754 907 6
907 979 7
979 1015 8
1015 1251 9
1251 1480 10
1480 1574 9
1574 1754 8
1754 1879 7
1879 1936 6
1936 2116 5
2116 2180 4
2180 2435 3
2435 300000 2
1 85 348
2 91 949
3 32 192
4 36 55
5 11 1003
6 11 631
7 87 907
8 41 734
9 23 1116
10 24 484
11 15 821
12 27 27
13 25 930
14 9 775
15 36 37
16 79 554
17 95 350
18 83 733
19 42 272
20 85 284
21 60 667
22 66 569
23 23 798
24 75 954
25 70 585
26 42 749
27 21 781
28 27 659
29 3 602
30 10 339
31 17 556
32 23 134
33 69 1095
34 1 1186
35 60 1030
36 22 553
37 75 1203
38 73 1031
39 53 752
40 53 264
41 92 639
42 34 393
43 6 955
44 78 1213
45 1 1220
46 96 337
47 22 1071
48 17 282
49 30 1120
50 19 1001
51 64 833
52 34 410
53 44 655
54 28 435
55 18 676
56 73 75
57 55 701
58 34 261
59 24 930
60 81 1058
