NOP: 60
NINT: 19
0 71 1
71 351 2
351 361 3
361 571 4
571 627 5
627 661 6
661 898 7
898 1072 8
1072 1239 9
1239 1354 10
1354 1639 9
1639 1647 8
1647 1866 7
1866 1967 6
1967 2171 5
2171 2340 4
2340 2388 3
2388 2430 2
2430 300000 1
1 45 741
2 23 129
3 64 404
4 18 823
5 47 241
6 3 1075
7 73 1421
8 94 102
9 14 164
10 61 1383
11 47 165
12 3 397
13 80 1362
14 44 700
15 47 364
16 41 606
17 14 946
18 30 863
19 93 456
20 97 1100
21 5 189
22 81 983
23 17 41
24 38 1421
25 10 632
26 95 461
27 49 869
28 78 1154
29 71 577
30 8 458
31 83 184
32 30 327
33 48 830
34 12 633
35 27 592
36 75 618
37 91 630
38 6 893
39 14 509
40 31 944
41 20 827
42 86 902
43 36 372
44 21 1379
45 77 1200
46 40 115
47 31 1339
48 83 1050
49 90 177
50 98 944
51 81 1237
52 4 389
53 33 576
54 51 288
55 22 1179
56 87 129
57 92 1416
58 17 945
59 40 585
60 69 1386
