NOP: 60
NINT: 18
0 73 1
73 280 2
280 399 3
399 571 4
571 846 5
846 921 6
921 989 7
989 1109 8
1109 1194 9
1194 1311 10
1311 1377 9
1377 1533 8
1533 1541 7
1541 1791 6
1791 2014 5
2014 2150 4
2150 2366 3
2366 300000 2
1 27 1299
2 58 543
3 47 603
4 96 460
5 77 1233
6 13 80
7 66 199
8 17 578
9 80 134
10 7 201
11 27 1272
12 40 893
13 67 392
14 26 554
15 31 1343
16 62 482
17 15 489
18 85 710
19 38 813
20 21 769
21 55 540
22 33 953
23 3 660
24 17 761
25 5 525
26 38 248
27 96 492
28 18 730
29 60 1314
30 96 763
31 35 623
32 66 1395
33 62 1290
34 54 1026
35 98 1257
36 5 1094
37 96 1305
38 90 718
39 32 1009
40 33 1400
41 24 63
42 11 1259
43 73 1385
44 9 417
45 14 69
46 12 14
47 68 603
48 78 763
49 50 57
50 55 583
51 95 1142
52 53 1228
53 84 947
54 78 1076
55 34 42
56 93 832
57 43 909
58 22 703
59 3 662
60 57 667
