NOP: 60
NINT: 18
0 260 1
260 333 2
333 455 3
455 603 4
603 766 5
766 887 6
887 1008 7
1008 1246 8
1246 1304 9
1304 1326 10
1326 1418 9
1418 1421 8
1421 1550 7
1550 1726 6
1726 1766 5
1766 1906 4
1906 1992 3
1992 300000 2
1 82 1218
2 13 1059
3 49 121
4 52 786
5 57 818
6 55 1126
7 8 268
8 54 758
9 86 916
10 11 69
11 38 90
12 3 1215
13 48 440
14 19 293
15 41 994
16 89 168
17 25 366
18 79 635
19 69 638
20 37 152
21 29 628
22 51 1125
23 74 1293
24 23 284
25 88 158
26 58 185
27 14 653
28 53 621
29 40 605
30 18 248
31 63 1134
32 84 638
33 69 459
34 47 758
35 8 156
36 42 576
37 56 669
38 2 1235
39 72 1170
40 5 126
41 95 673
42 22 963
43 32 375
44 88 215
45 25 674
46 11 633
47 20 1115
48 60 341
49 45 174
50 2 820
51 76 1006
52 54 1070
53 77 1036
54 34 1171
55 28 1335
56 34 351
57 30 302
58 59 580
59 39 1089
60 94 411
