NOP: 60
NINT: 17
0 306 2
306 567 3
567 759 4
759 807 5
807 852 6
852 1145 7
1145 1225 8
1225 1261 9
1261 1419 10
1419 1535 9
1535 1628 8
1628 1891 7
1891 2114 6
2114 2285 5
2285 2334 4
2334 2496 3
2496 300000 2
1 33 53
2 74 1006
3 10 312
4 90 246
5 41 732
6 50 1371
7 54 911
8 8 1516
9 32 764
10 63 1454
11 27 602
12 88 107
13 17 214
14 79 1562
15 54 1093
16 17 336
17 54 163
18 73 273
19 25 1055
20 90 1539
21 95 1425
22 86 310
23 54 1264
24 57 1269
25 9 841
26 75 1314
27 70 1518
28 70 825
29 74 1583
30 53 262
31 90 1017
32 43 1009
33 33 1269
34 92 1173
35 38 197
36 7 40
37 40 818
38 45 1548
39 54 1040
40 69 616
41 61 209
42 92 456
43 9 546
44 78 381
45 17 785
46 98 1537
47 22 168
48 58 1290
49 60 780
50 47 372
51 48 1202
52 67 78
53 50 1215
54 68 1226
55 80 1540
56 18 305
57 69 1370
58 51 223
59 70 241
60 38 176
