NOP: 60
NINT: 19
0 248 1
248 340 2
340 605 3
605 713 4
713 946 5
946 1176 6
1176 1207 7
1207 1483 8
1483 1571 9
1571 1685 10
1685 1857 9
1857 1939 8
1939 2154 7
2154 2418 6
2418 2637 5
2637 2660 4
2660 2694 3
2694 2906 2
2906 300000 1
1 57 913
2 77 612
3 58 632
4 76 225
5 24 167
6 38 1075
7 22 678
8 44 663
9 96 636
10 87 162
11 8 1097
12 34 645
13 25 388
14 58 1092
15 65 879
16 60 1132
17 21 349
18 93 1193
19 39 308
20 41 118
21 89 477
22 41 428
23 9 1357
24 77 203
25 61 538
26 36 1435
27 6 856
28 5 1257
29 77 154
30 79 1397
31 27 383
32 42 226
33 9 171
34 47 971
35 18 570
36 9 668
37 68 559
38 92 401
39 36 1057
40 39 351
41 42 976
42 6 553
43 13 1430
44 63 69
45 87 1113
46 92 271
47 32 1233
48 8 519
49 59 834
50 39 377
51 29 699
52 40 787
53 9 350
54 96 786
55 53 160
56 65 465
57 28 482
58 58 86
59 92 770
60 82 510
