NOP: 60
NINT: 18
0 248 1
248 545 2
545 620 3
620 750 4
750 968 5
968 1122 6
1122 1446 7
1446 1716 8
1716 1759 9
1759 1811 10
1811 1812 9
1812 2000 8
2000 2180 7
2180 2276 6
2276 2282 5
2282 2591 4
2591 2766 3
2766 300000 2
1 27 1071
2 81 939
3 90 422
4 82 1578
5 82 415
6 76 1371
7 15 169
8 65 427
9 24 1442
10 17 1010
11 72 929
12 65 182
13 20 774
14 29 1409
15 10 1056
16 90 706
17 42 1408
18 79 1490
19 73 1550
20 79 622
21 99 664
22 26 918
23 96 357
24 46 267
25 12 1170
26 60 1581
27 43 1253
28 97 1638
29 26 526
30 63 1207
31 58 939
32 45 757
33 18 825
34 95 619
35 92 260
36 96 454
37 92 308
38 74 1152
39 69 781
40 84 944
41 64 1113
42 54 166
43 39 136
44 22 1660
45 28 676
46 11 1174
47 80 1288
48 92 314
49 68 217
50 65 584
51 94 386
52 49 1656
53 1 1532
54 19 1539
55 36 1476
56 23 113
57 37 1428
58 47 584
59 23 72
60 89 325
