NOP: 60
NINT: 17
0 224 2
224 484 3
484 733 4
733 779 5
779 937 6
937 1025 7
1025 1087 8
1087 1127 9
1127 1350 10
1350 1575 9
1575 1831 8
1831 1900 7
1900 1920 6
1920 1967 5
1967 2098 4
2098 2219 3
2219 300000 2
1 39 534
2 30 1262
3 38 551
4 97 188
5 8 774
6 34 634
7 1 54
8 45 327
9 33 1136
10 78 249
11 34 1192
12 24 468
13 43 598
14 82 882
15 98 473
16 23 789
17 12 628
18 71 378
19 66 884
20 38 956
21 7 758
22 34 936
23 18 536
24 81 323
25 99 1118
26 25 1249
27 11 885
28 1 686
29 8 796
30 48 766
31 60 1176
32 11 700
33 40 406
34 14 219
35 76 197
36 10 1260
37 40 751
38 18 936
39 2 861
40 88 1018
41 4 392
42 20 367
43 92 1249
44 28 373
45 84 531
46 13 891
47 46 98
48 33 193
49 33 1274
50 87 745
51 57 260
52 50 1042
53 40 1264
54 30 630
55 90 339
56 91 1014
57 52 124
58 78 262
59 99 303
60 25 371
