NOP: 60
NINT: 17
0 282 2
282 321 3
321 380 4
380 502 5
502 681 6
681 804 7
804 1091 8
1091 1210 9
1210 1455 10
1455 1485 9
1485 1538 8
1538 1565 7
1565 1837 6
1837 2081 5
2081 2362 4
2362 2641 3
2641 300000 2
1 69 1035
2 41 289
3 88 1338
4 94 787
5 29 1037
6 61 321
7 33 1244
8 35 1443
9 25 1389
10 49 1274
11 3 314
12 34 292
13 34 64
14 48 383
15 16 540
16 87 1488
17 70 99
18 84 359
19 84 300
20 49 353
21 19 452
22 63 679
23 71 613
24 56 454
25 54 512
26 48 1420
27 83 672
28 98 106
29 1 653
30 32 1483
31 47 726
32 14 907
33 72 471
34 51 327
35 43 554
36 22 1422
37 71 1489
38 36 73
39 55 1519
40 51 1018
41 98 943
42 29 458
43 36 1313
44 71 1289
45 84 1244
46 70 1056
47 46 1360
48 32 57
49 74 833
50 28 695
51 95 110
52 47 821
53 59 1093
54 65 1265
55 20 699
56 71 1275
57 72 1071
58 1 570
59 50 761
60 45 948
