NOP: 60
NINT: 18
0 4 2
4 304 3
304 403 4
403 610 5
610 819 6
819 963 7
963 1173 8
1173 1220 9
1220 1253 10
1253 1362 9
1362 1512 8
1512 1609 7
1609 1842 6
1842 1974 5
1974 2154 4
2154 2351 3
2351 2406 2
2406 300000 1
1 54 61
2 6 519
3 21 534
4 58 723
5 96 1371
6 41 57
7 81 1671
8 93 262
9 66 293
10 48 548
11 59 1120
12 61 1597
13 73 1130
14 75 144
15 41 1404
16 75 725
17 53 756
18 82 1275
19 58 968
20 27 1179
21 54 789
22 8 717
23 59 476
24 92 859
25 60 105
26 51 937
27 4 481
28 62 1304
29 77 1078
30 1 879
31 60 727
32 38 890
33 97 232
34 97 588
35 61 1425
36 51 1512
37 62 1446
38 88 236
39 2 756
40 57 445
41 83 1104
42 75 590
43 63 1177
44 19 1004
45 70 664
46 44 1118
47 80 164
48 56 264
49 38 761
50 92 781
51 46 244
52 17 953
53 53 737
54 98 341
55 50 95
56 32 673
57 45 55
58 19 614
59 65 409
60 78 1375
