NOP: 60
NINT: 19
0 64 1
64 78 2
78 159 3
159 357 4
357 636 5
636 799 6
799 1016 7
1016 1260 8
1260 1337 9
1337 1574 10
1574 1673 9
1673 1735 8
1735 1837 7
1837 1864 6
1864 2036 5
2036 2143 4
2143 2295 3
2295 2455 2
2455 300000 1
1 49 1432
2 88 240
3 49 1260
4 28 1097
5 1 634
6 9 1415
7 36 1398
8 41 1134
9 97 1049
10 18 1054
11 68 201
12 37 437
13 80 1390
14 76 788
15 49 65
16 84 381
17 58 1211
18 66 571
19 73 979
20 76 567
21 94 1276
22 36 979
23 77 1460
24 52 197
25 99 1111
26 55 855
27 73 1488
28 43 48
29 26 440
30 42 1270
31 12 812
32 17 775
33 65 1008
34 9 749
35 81 438
36 2 615
37 27 284
38 16 126
39 54 296
40 94 857
41 90 1196
42 37 45
43 16 200
44 70 1044
45 28 444
46 54 438
47 89 158
48 8 414
49 27 48
50 83 468
51 86 371
52 36 1368
53 42 1281
54 58 1133
55 23 630
56 55 292
57 4 970
58 62 343
59 57 1203
60 5 311
