NOP: 60
NINT: 19
0 217 1
217 307 2
307 532 3
532 825 4
825 997 5
997 1151 6
1151 1344 7
1344 1369 8
1369 1396 9
1396 1599 10
1599 1707 9
1707 1743 8
1743 1864 7
1864 2063 6
2063 2088 5
2088 2125 4
2125 2335 3
2335 2602 2
2602 300000 1
1 59 950
2 86 575
3 17 297
4 46 1461
5 84 233
6 41 798
7 21 819
8 28 645
9 25 1132
10 42 499
11 26 95
12 44 536
13 49 561
14 68 833
15 99 648
16 91 1459
17 19 657
18 72 557
19 86 488
20 32 810
21 74 159
22 2 596
23 68 1263
24 19 983
25 30 243
26 72 745
27 92 1280
28 89 919
29 28 302
30 60 77
31 18 1177
32 55 953
33 79 743
34 2 1217
35 61 1078
36 40 89
37 21 101
38 28 960
39 21 59
40 53 547
41 32 97
42 23 408
43 25 526
44 99 480
45 31 1262
46 30 95
47 36 886
48 25 794
49 90 869
50 37 1021
51 94 436
52 8 363
53 93 202
54 42 1379
55 15 82
56 59 165
57 70 667
58 56 718
59 82 302
60 61 820
