NOP: 60
NINT: 18
0 195 2
195 241 3
241 390 4
390 488 5
488 564 6
564 785 7
785 1039 8
1039 1112 9
1112 1135 10
1135 1162 9
1162 1318 8
1318 1402 7
1402 1423 6
1423 1703 5
1703 1890 4
1890 1898 3
1898 2014 2
2014 300000 1
1 65 300
2 90 241
3 50 321
4 42 610
5 64 509
6 79 521
7 67 1294
8 87 109
9 5 890
10 25 506
11 55 158
12 25 48
13 49 215
14 85 1202
15 79 1291
16 12 133
17 86 291
18 27 598
19 14 1281
20 56 169
21 80 311
22 48 868
23 14 1338
24 15 736
25 95 1344
26 20 339
27 67 1342
28 67 355
29 44 216
30 44 976
31 9 147
32 47 1102
33 52 267
34 40 714
35 51 1450
36 3 498
37 17 455
38 50 725
39 41 659
40 94 679
41 74 1352
42 57 541
43 99 1336
44 58 768
45 19 837
46 73 485
47 39 892
48 69 278
49 37 1157
50 20 323
51 96 239
52 3 580
53 86 400
54 23 1067
55 10 905
56 19 855
57 81 1070
58 42 1016
59 15 109
60 25 488
