NOP: 60
NINT: 17
0 180 2
180 375 3
375 385 4
385 420 5
420 657 6
657 917 7
917 1143 8
1143 1231 9
1231 1239 10
1239 1261 9
1261 1270 8
1270 1324 7
1324 1354 6
1354 1570 5
1570 1819 4
1819 1824 3
1824 300000 2
1 75 423
2 89 1142
3 86 1248
4 8 701
5 60 1016
6 5 1116
7 98 568
8 34 1444
9 74 667
10 62 285
11 39 932
12 14 1019
13 10 963
14 57 367
15 25 627
16 17 391
17 82 274
18 83 109
19 27 258
20 80 1348
21 84 1422
22 88 881
23 60 78
24 66 1455
25 50 668
26 92 838
27 4 881
28 10 1126
29 68 1394
30 31 568
31 45 1469
32 48 1132
33 42 660
34 46 461
35 42 235
36 17 1237
37 1 538
38 25 106
39 59 910
40 90 106
41 74 180
42 33 1028
43 32 1156
44 23 1117
45 92 1042
46 59 270
47 60 629
48 79 1171
49 91 700
50 84 584
51 7 170
52 56 1417
53 13 1344
54 29 893
55 33 1186
56 42 325
57 61 1018
58 97 889
59 31 1189
60 19 689
