NOP: 60
NINT: 19
0 254 1
254 437 2
437 588 3
588 603 4
603 722 5
722 829 6
829 978 7
978 1265 8
1265 1442 9
1442 1713 10
1713 1926 9
1926 2101 8
2101 2312 7
2312 2447 6
2447 2692 5
2692 2784 4
2784 3073 3
3073 3210 2
3210 300000 1
1 46 687
2 9 549
3 94 919
4 50 267
5 73 1022
6 62 754
7 48 1432
8 79 1014
9 49 496
10 38 335
11 34 288
12 79 1277
13 46 1184
14 54 895
15 55 1238
16 6 1307
17 97 1441
18 20 824
19 67 1338
20 9 270
21 8 58
22 45 1579
23 12 1150
24 26 1484
25 12 1177
26 64 630
27 68 778
28 96 1077
29 10 694
30 73 993
31 70 1419
32 14 301
33 90 855
34 71 190
35 60 795
36 60 889
37 40 1041
38 64 1139
39 83 668
40 19 474
41 55 108
42 74 569
43 71 819
44 28 373
45 83 549
46 57 466
47 88 242
48 61 1318
49 12 858
50 80 477
51 24 1393
52 95 937
53 83 298
54 93 896
55 27 1232
56 69 1010
57 22 879
58 35 1437
59 76 1454
60 28 1341
