NOP: 60
NINT: 17
0 71 2
71 126 3
126 366 4
366 636 5
636 665 6
665 702 7
702 929 8
929 1046 9
1046 1125 10
1125 1223 9
1223 1460 8
1460 1513 7
1513 1546 6
1546 1832 5
1832 1971 4
1971 2171 3
2171 300000 2
1 54 263
2 39 57
3 8 1088
4 83 704
5 1 677
6 76 1351
7 59 267
8 5 1188
9 82 555
10 4 312
11 79 82
12 60 1066
13 88 565
14 19 513
15 56 1205
16 3 150
17 3 810
18 62 1264
19 46 696
20 85 963
21 97 921
22 47 456
23 22 53
24 88 105
25 65 1330
26 83 710
27 33 882
28 68 874
29 63 322
30 13 1375
31 69 666
32 15 1133
33 83 1097
34 23 745
35 27 567
36 2 1018
37 1 725
38 37 76
39 66 220
40 93 316
41 18 1060
42 41 788
43 62 689
44 50 1122
45 12 1281
46 17 853
47 19 1239
48 55 924
49 69 588
50 7 319
51 80 147
52 56 1203
53 97 662
54 56 1319
55 49 115
56 24 184
57 97 812
58 22 238
59 92 697
60 67 821
