NOP: 60
NINT: 13
0 42 6
42 86 7
86 111 8
111 153 9
153 185 10
185 207 9
207 232 8
232 269 7
269 305 6
305 357 5
357 408 4
408 462 3
462 300000 2
1 99 406
2 50 472
3 48 53
4 85 402
5 92 206
6 74 150
7 25 332
8 31 357
9 61 130
10 74 425
11 65 355
12 77 104
13 77 335
14 33 49
15 21 255
16 32 200
17 76 163
18 97 236
19 24 241
20 31 87
21 78 107
22 26 414
23 97 444
24 30 85
25 42 419
26 89 302
27 24 410
28 48 427
29 47 136
30 75 274
31 76 488
32 39 254
33 77 103
34 59 67
35 40 276
36 52 296
37 27 139
38 68 502
39 21 446
40 36 110
41 63 275
42 34 381
43 86 430
44 59 378
45 34 184
46 38 171
47 56 182
48 73 74
49 54 149
50 67 391
51 61 244
52 72 182
53 83 477
54 34 68
55 97 288
56 79 208
57 68 68
58 51 331
59 23 112
60 82 327
