NOP: 60
NINT: 17
0 20 2
20 56 3
56 87 4
87 126 5
126 154 6
154 182 7
182 216 8
216 253 9
253 282 10
282 317 9
317 345 8
345 374 7
374 406 6
406 442 5
442 466 4
466 497 3
497 300000 2
1 43 418
2 49 180
3 75 167
4 23 489
5 38 524
6 75 79
7 34 157
8 24 400
9 84 438
10 76 92
11 43 542
12 78 173
13 26 289
14 44 520
15 37 283
16 21 410
17 21 386
18 89 442
19 97 458
20 83 113
21 49 450
22 23 534
23 67 81
24 54 259
25 67 500
26 51 295
27 24 526
28 26 160
29 92 437
30 22 128
31 38 481
32 24 98
33 60 418
34 68 121
35 25 97
36 83 89
37 85 466
38 51 515
39 27 340
40 45 343
41 47 302
42 79 421
43 49 499
44 37 41
45 28 188
46 79 230
47 45 49
48 69 127
49 66 420
50 74 197
51 24 212
52 61 501
53 53 223
54 66 196
55 92 159
56 46 514
57 91 183
58 64 199
59 36 81
60 42 477
