NOP: 60
NINT: 17
0 38 2
38 66 3
66 100 4
100 138 5
138 164 6
164 208 7
208 252 8
252 296 9
296 330 10
330 370 9
370 409 8
409 451 7
451 502 6
502 557 5
557 588 4
588 634 3
634 300000 2
1 62 146
2 90 650
3 74 192
4 25 333
5 72 73
6 98 471
7 89 487
8 67 274
9 92 363
10 76 547
11 98 292
12 45 280
13 50 238
14 97 194
15 24 611
16 52 69
17 97 126
18 98 562
19 72 237
20 98 143
21 28 447
22 46 317
23 34 66
24 23 645
25 35 273
26 77 160
27 53 581
28 30 99
29 43 45
30 21 109
31 38 245
32 91 254
33 33 184
34 74 472
35 28 457
36 83 360
37 25 349
38 33 111
39 45 48
40 81 493
41 96 183
42 73 468
43 97 198
44 89 444
45 45 146
46 79 632
47 89 354
48 52 203
49 91 530
50 60 153
51 74 130
52 46 202
53 68 418
54 96 629
55 91 516
56 95 487
57 44 483
58 89 194
59 20 641
60 97 191
