NOP: 60
NINT: 16
0 42 3
42 66 4
66 100 5
100 118 6
118 150 7
150 194 8
194 230 9
230 265 10
265 308 9
308 339 8
339 368 7
368 401 6
401 438 5
438 471 4
471 503 3
503 300000 2
1 42 86
2 52 217
3 62 117
4 37 115
5 42 203
6 76 92
7 74 329
8 33 443
9 36 140
10 70 497
11 85 548
12 72 294
13 30 463
14 24 151
15 55 399
16 68 307
17 86 185
18 21 91
19 93 329
20 23 64
21 69 528
22 77 302
23 26 119
24 66 431
25 85 407
26 81 250
27 70 520
28 52 131
29 77 413
30 73 85
31 64 475
32 50 407
33 34 454
34 38 478
35 97 113
36 97 149
37 90 320
38 36 532
39 96 459
40 29 270
41 33 190
42 31 368
43 74 248
44 73 172
45 24 90
46 61 253
47 35 237
48 66 222
49 93 569
50 89 318
51 92 237
52 34 176
53 62 190
54 68 330
55 39 217
56 39 255
57 30 183
58 83 428
59 43 330
60 65 360
