NOP: 60
NINT: 18
0 39 1
39 69 2
69 99 3
99 125 4
125 149 5
149 171 6
171 195 7
195 231 8
231 270 9
270 302 10
302 323 9
323 360 8
360 393 7
393 439 6
439 473 5
473 501 4
501 529 3
529 300000 2
1 59 448
2 48 463
3 98 126
4 38 382
5 63 438
6 31 535
7 56 245
8 39 279
9 64 184
10 46 91
11 23 61
12 26 273
13 88 325
14 27 42
15 83 185
16 75 516
17 34 402
18 62 304
19 90 569
20 49 400
21 24 63
22 36 275
23 89 308
24 44 485
25 88 302
26 33 273
27 63 520
28 85 596
29 25 508
30 75 573
31 83 436
32 65 603
33 74 506
34 48 105
35 85 260
36 25 316
37 35 176
38 56 90
39 70 490
40 90 227
41 52 179
42 64 383
43 30 84
44 60 453
45 94 223
46 25 403
47 83 200
48 89 139
49 86 203
50 66 150
51 26 104
52 25 127
53 54 573
54 23 397
55 74 455
56 82 265
57 25 301
58 59 540
59 23 430
60 70 531
