NOP: 60
NINT: 13
0 30 6
30 84 7
84 122 8
122 163 9
163 180 10
180 207 9
207 237 8
237 274 7
274 300 6
300 356 5
356 392 4
392 431 3
431 300000 2
1 55 276
2 46 113
3 54 126
4 55 397
5 57 240
6 96 199
7 42 459
8 85 166
9 50 523
10 70 340
11 68 487
12 58 454
13 35 250
14 93 336
15 40 447
16 46 319
17 26 124
18 69 253
19 38 348
20 48 306
21 86 389
22 93 364
23 64 181
24 89 195
25 80 535
26 61 422
27 83 436
28 71 382
29 83 360
30 37 124
31 71 280
32 65 404
33 90 96
34 45 275
35 39 314
36 38 162
37 56 160
38 75 149
39 58 150
40 66 318
41 55 268
42 30 311
43 55 139
44 75 418
45 53 351
46 47 193
47 55 227
48 30 324
49 61 180
50 84 411
51 24 448
52 38 186
53 47 335
54 36 259
55 77 433
56 31 496
57 37 237
58 90 464
59 85 261
60 96 192
