NOP: 60
NINT: 17
0 33 2
33 59 3
59 91 4
91 136 5
136 166 6
166 209 7
209 246 8
246 293 9
293 323 10
323 355 9
355 398 8
398 427 7
427 471 6
471 519 5
519 573 4
573 605 3
605 300000 2
1 46 131
2 27 626
3 33 146
4 45 429
5 84 219
6 99 314
7 26 501
8 95 590
9 70 119
10 98 449
11 90 484
12 77 218
13 42 327
14 68 213
15 68 68
16 83 613
17 75 511
18 47 120
19 53 315
20 68 335
21 73 215
22 73 422
23 94 362
24 95 603
25 69 583
26 30 230
27 90 216
28 34 75
29 76 222
30 89 502
31 23 203
32 79 403
33 96 344
34 23 263
35 55 516
36 79 584
37 61 345
38 64 422
39 86 92
40 55 317
41 98 354
42 35 612
43 37 171
44 41 148
45 98 118
46 59 300
47 55 645
48 79 533
49 63 106
50 59 651
51 69 227
52 38 182
53 94 356
54 81 585
55 46 278
56 91 134
57 90 557
58 27 223
59 26 487
60 46 217
