NOP: 60
NINT: 14
0 25 5
25 63 6
63 97 7
97 120 8
120 159 9
159 199 10
199 225 9
225 262 8
262 287 7
287 320 6
320 362 5
362 395 4
395 416 3
416 300000 2
1 57 391
2 38 281
3 47 360
4 92 264
5 54 125
6 86 466
7 90 509
8 33 382
9 99 160
10 50 184
11 44 333
12 35 138
13 45 122
14 48 377
15 82 137
16 54 481
17 22 400
18 85 332
19 42 363
20 41 305
21 90 339
22 63 394
23 81 197
24 34 67
25 47 119
26 68 329
27 45 290
28 57 381
29 60 327
30 75 264
31 40 138
32 94 94
33 34 378
34 68 481
35 91 151
36 45 110
37 80 123
38 74 132
39 65 95
40 43 334
41 31 301
42 77 265
43 33 414
44 41 263
45 74 461
46 70 521
47 38 70
48 77 86
49 22 440
50 37 257
51 26 340
52 46 65
53 99 459
54 24 358
55 44 82
56 93 418
57 70 338
58 84 294
59 28 399
60 46 451
