NOP: 60
NINT: 18
0 42 1
42 77 2
77 129 3
129 167 4
167 208 5
208 258 6
258 296 7
296 334 8
334 366 9
366 398 10
398 437 9
437 481 8
481 505 7
505 545 6
545 588 5
588 615 4
615 653 3
653 300000 2
1 52 461
2 41 306
3 59 238
4 86 223
5 42 342
6 25 289
7 89 498
8 27 443
9 24 506
10 34 318
11 94 218
12 36 415
13 97 122
14 47 521
15 38 433
16 68 400
17 64 371
18 77 96
19 81 337
20 28 30
21 97 482
22 85 555
23 43 481
24 21 613
25 91 328
26 88 178
27 21 397
28 73 101
29 25 360
30 51 337
31 74 289
32 86 171
33 24 277
34 62 101
35 86 224
36 49 622
37 70 165
38 67 528
39 96 136
40 61 621
41 81 392
42 64 334
43 97 608
44 27 323
45 55 248
46 33 178
47 23 602
48 97 136
49 27 526
50 55 537
51 63 335
52 21 322
53 82 426
54 84 234
55 41 251
56 20 381
57 44 531
58 21 80
59 84 503
60 88 169
