NOP: 60
NINT: 10
0 51 9
51 84 10
84 141 9
141 207 8
207 257 7
257 302 6
302 331 5
331 392 4
392 440 3
440 300000 2
1 47 59
2 43 532
3 89 108
4 89 420
5 86 566
6 81 466
7 47 232
8 83 532
9 50 73
10 89 381
11 51 55
12 83 270
13 54 537
14 53 332
15 52 392
16 24 519
17 77 408
18 50 66
19 26 92
20 54 136
21 63 119
22 45 183
23 95 126
24 89 371
25 95 281
26 82 141
27 36 477
28 79 434
29 42 86
30 55 497
31 43 462
32 84 470
33 80 289
34 32 46
35 71 237
36 52 380
37 89 366
38 71 420
39 55 529
40 31 459
41 43 417
42 60 133
43 78 78
44 75 276
45 40 119
46 36 457
47 20 65
48 56 137
49 71 251
50 62 262
51 62 468
52 25 214
53 84 496
54 24 169
55 34 285
56 90 91
57 97 182
58 70 534
59 32 86
60 38 266
