NOP: 60
NINT: 18
0 17 1
17 41 2
41 82 3
82 109 4
109 148 5
148 171 6
171 203 7
203 239 8
239 264 9
264 296 10
296 325 9
325 347 8
347 371 7
371 401 6
401 438 5
438 465 4
465 490 3
490 300000 2
1 33 98
2 44 61
3 90 553
4 58 99
5 21 533
6 52 348
7 56 454
8 53 397
9 32 172
10 32 493
11 85 151
12 87 422
13 96 522
14 26 71
15 26 385
16 59 427
17 71 197
18 32 99
19 55 122
20 87 245
21 54 346
22 30 183
23 84 398
24 44 537
25 22 412
26 40 78
27 79 505
28 39 104
29 36 148
30 82 127
31 39 114
32 59 152
33 20 334
34 66 522
35 90 397
36 61 143
37 52 208
38 30 503
39 34 525
40 58 399
41 38 371
42 20 67
43 99 166
44 38 243
45 61 61
46 30 432
47 37 552
48 78 220
49 81 533
50 34 228
51 21 532
52 35 188
53 68 75
54 54 81
55 53 337
56 62 207
57 33 546
58 44 346
59 27 352
60 49 323
