NOP: 60
NINT: 18
0 26 1
26 54 2
54 89 3
89 134 4
134 168 5
168 193 6
193 223 7
223 244 8
244 277 9
277 315 10
315 356 9
356 385 8
385 427 7
427 459 6
459 485 5
485 516 4
516 554 3
554 300000 2
1 69 130
2 34 558
3 55 245
4 58 76
5 33 345
6 82 267
7 84 306
8 86 335
9 30 391
10 64 126
11 91 312
12 35 128
13 25 96
14 31 609
15 82 156
16 59 532
17 63 153
18 63 561
19 87 434
20 86 367
21 44 142
22 35 193
23 59 173
24 80 303
25 27 85
26 50 320
27 82 404
28 97 400
29 37 342
30 83 413
31 38 449
32 87 199
33 25 46
34 30 231
35 78 370
36 47 545
37 73 315
38 64 144
39 51 338
40 29 242
41 57 300
42 46 316
43 86 320
44 99 521
45 23 512
46 64 376
47 75 481
48 44 593
49 45 578
50 21 173
51 29 207
52 40 305
53 66 266
54 39 151
55 38 249
56 70 591
57 94 599
58 77 176
59 32 244
60 37 42
