NOP: 60
NINT: 18
0 41 1
41 77 2
77 106 3
106 149 4
149 184 5
184 228 6
228 265 7
265 304 8
304 334 9
334 371 10
371 407 9
407 443 8
443 478 7
478 514 6
514 560 5
560 596 4
596 633 3
633 300000 2
1 65 399
2 20 439
3 92 607
4 66 276
5 59 213
6 76 314
7 65 229
8 54 263
9 22 674
10 62 184
11 95 529
12 79 379
13 64 388
14 63 80
15 71 567
16 67 624
17 63 650
18 91 640
19 69 475
20 64 346
21 68 121
22 91 136
23 82 408
24 41 147
25 67 493
26 26 138
27 39 413
28 60 464
29 29 429
30 33 435
31 88 566
32 78 101
33 89 609
34 53 535
35 35 209
36 21 497
37 89 321
38 63 643
39 55 166
40 81 537
41 84 200
42 23 341
43 67 68
44 73 397
45 75 568
46 99 261
47 40 371
48 87 666
49 95 188
50 58 522
51 22 649
52 30 538
53 58 392
54 43 422
55 72 106
56 89 181
57 86 558
58 90 232
59 51 144
60 30 87
