NOP: 60
NINT: 18
0 27 1
27 86 2
86 132 3
132 169 4
169 212 5
212 238 6
238 268 7
268 297 8
297 325 9
325 361 10
361 398 9
398 416 8
416 461 7
461 487 6
487 533 5
533 570 4
570 615 3
615 300000 2
1 91 276
2 97 458
3 93 440
4 86 550
5 99 662
6 83 255
7 31 440
8 34 450
9 64 491
10 74 599
11 26 33
12 36 205
13 86 277
14 63 242
15 24 455
16 70 581
17 22 111
18 88 239
19 88 513
20 85 125
21 40 437
22 82 539
23 62 138
24 96 179
25 53 594
26 72 288
27 33 479
28 92 304
29 70 633
30 94 251
31 41 367
32 45 404
33 66 139
34 98 583
35 70 197
36 85 119
37 30 340
38 64 511
39 45 252
40 38 272
41 74 490
42 38 362
43 86 131
44 58 106
45 67 347
46 30 455
47 49 520
48 70 485
49 30 98
50 68 201
51 40 253
52 75 601
53 60 422
54 85 342
55 66 337
56 20 441
57 36 367
58 81 331
59 70 608
60 71 129
