NOP: 60
NINT: 18
0 26 1
26 59 2
59 90 3
90 122 4
122 160 5
160 197 6
197 231 7
231 269 8
269 296 9
296 316 10
316 359 9
359 400 8
400 457 7
457 493 6
493 532 5
532 566 4
566 593 3
593 300000 2
1 97 433
2 63 94
3 44 588
4 69 379
5 93 595
6 29 288
7 27 452
8 69 382
9 74 531
10 58 155
11 96 636
12 66 434
13 61 244
14 49 442
15 64 361
16 99 235
17 27 634
18 85 323
19 90 240
20 97 261
21 97 178
22 66 198
23 75 419
24 24 69
25 68 598
26 80 580
27 70 633
28 35 360
29 49 349
30 68 235
31 54 233
32 35 391
33 47 381
34 95 585
35 26 572
36 27 103
37 34 56
38 38 422
39 45 594
40 31 151
41 31 55
42 23 478
43 33 493
44 90 173
45 22 458
46 73 380
47 60 249
48 56 94
49 80 336
50 81 225
51 86 449
52 90 228
53 99 483
54 93 432
55 85 401
56 69 278
57 52 475
58 90 335
59 25 203
60 94 195
