NOP: 60
NINT: 11
0 50 8
50 80 9
80 126 10
126 161 9
161 217 8
217 278 7
278 306 6
306 348 5
348 400 4
400 454 3
454 300000 2
1 63 372
2 28 203
3 93 165
4 68 475
5 75 362
6 94 246
7 80 424
8 56 361
9 69 254
10 61 519
11 96 441
12 35 46
13 89 294
14 50 311
15 80 355
16 57 460
17 73 417
18 38 278
19 37 410
20 83 104
21 79 331
22 73 387
23 88 388
24 25 57
25 98 228
26 87 139
27 58 433
28 23 280
29 47 271
30 40 484
31 59 491
32 95 528
33 28 232
34 96 115
35 43 213
36 38 452
37 94 483
38 35 502
39 67 85
40 29 337
41 86 220
42 75 144
43 65 184
44 32 354
45 85 297
46 85 388
47 63 164
48 77 232
49 30 187
50 25 125
51 21 266
52 92 98
53 46 532
54 65 351
55 57 286
56 34 217
57 26 106
58 36 37
59 30 451
60 78 490
