NOP: 60
NINT: 16
0 33 3
33 77 4
77 120 5
120 146 6
146 193 7
193 224 8
224 260 9
260 285 10
285 315 9
315 342 8
342 370 7
370 403 6
403 434 5
434 477 4
477 503 3
503 300000 2
1 53 208
2 27 474
3 69 199
4 26 122
5 29 274
6 52 225
7 29 336
8 86 470
9 71 289
10 53 97
11 24 38
12 84 139
13 89 534
14 69 136
15 72 159
16 26 130
17 77 192
18 25 25
19 60 233
20 69 323
21 90 222
22 61 470
23 20 475
24 94 309
25 28 478
26 43 152
27 35 219
28 97 422
29 92 537
30 30 304
31 33 375
32 26 290
33 47 137
34 61 465
35 85 269
36 36 296
37 62 477
38 88 251
39 72 463
40 38 218
41 50 289
42 43 446
43 52 368
44 81 429
45 27 534
46 36 145
47 62 118
48 42 64
49 48 558
50 99 131
51 55 193
52 99 547
53 34 296
54 46 218
55 77 203
56 67 82
57 62 168
58 84 368
59 58 385
60 92 454
