NOP: 60
NINT: 18
0 21 1
21 45 2
45 83 3
83 112 4
112 145 5
145 166 6
166 194 7
194 230 8
230 258 9
258 285 10
285 306 9
306 351 8
351 392 7
392 420 6
420 458 5
458 481 4
481 519 3
519 300000 2
1 49 536
2 36 506
3 57 362
4 48 427
5 35 537
6 39 536
7 37 588
8 47 207
9 93 413
10 72 528
11 63 205
12 52 526
13 66 401
14 42 188
15 40 235
16 64 390
17 82 88
18 45 355
19 40 100
20 22 76
21 63 69
22 46 144
23 62 561
24 33 588
25 50 311
26 42 313
27 54 212
28 74 180
29 57 564
30 39 252
31 97 446
32 77 505
33 49 290
34 37 142
35 42 68
36 88 273
37 71 385
38 49 70
39 91 225
40 20 474
41 58 257
42 83 251
43 70 196
44 82 473
45 55 110
46 32 251
47 51 133
48 56 192
49 69 274
50 40 75
51 39 572
52 24 369
53 24 576
54 24 423
55 84 433
56 65 592
57 93 127
58 55 108
59 74 383
60 33 458
